Trieda cesty;»Ìslo cesty;MIESTOPISN› PRIEBEH NA ⁄ZEMÕ SLOVENSKEJ REPUBLIKY - podrobn˝;MIESTOPISN› PRIEBEH NA ⁄ZEMÕ SLOVENSKEJ REPUBLIKY - obec/okres;DÂûka cesty / km;
cesta III. triedy;1776;"zaË. cesty III/1776, kriû. III/1774 x III/1776, Bojnice, okr. Prievidza; kriû. III/1776 x MK, Bojnice, okr. Prievidza; kriû. III/1776 x MK, Opatovce Nad Nitrou, okr. Prievidza; kriû. III/1773 x III/1776, Opatovce Nad Nitrou, okr. Prievidza; kriû. III/1776 x MK, Opatovce Nad Nitrou, okr. Prievidza; kriû. III/1776 x MK, Kocurany, okr. Prievidza; kon. cesty III/1776, Kocurany, okr. Prievidza";"Bojnice, okr. Prievidza; Opatovce Nad Nitrou, okr. Prievidza; Kocurany, okr. Prievidza";5,125;
cesta III. triedy;1777;"zaË. cesty III/1777, kriû. III/1774 x III/1777, Kostoln· Ves, okr. Prievidza; kriû. III/1777 x MK, Kostoln· Ves, okr. Prievidza; kriû. III/1777 x MK, okr. Prievidza; kriû. III/1777 x MK, SeË, okr. Prievidza; kon. cesty III/1777, SeË, okr. Prievidza";"Kostoln· Ves, okr. Prievidza; okr. Prievidza; SeË, okr. Prievidza";2,497;
cesta III. triedy;1778;"zaË. cesty III/1778, kriû. III/1778 x I/64 x I/9, hr. vl. STAT, TN SK, hr. spr. SC TN SK - PD, SSC - IVSC ZA, Prievidza, okr. Prievidza; kriû. III/1778 x I/64 x I/9, Prievidza, okr. Prievidza; kriû. III/1778 x MK, Prievidza, okr. Prievidza; kriû. III/1778 x MK, Sebedraûie, okr. Prievidza; kriû. III/1773 x III/1778, Sebedraûie, okr. Prievidza; kriû. III/1778 x MK, Sebedraûie, okr. Prievidza; kriû. III/1778 x MK, okr. Prievidza; kriû. III/1778 x MK, Cigeæ, okr. Prievidza; kon. cesty III/1778, Cigeæ, okr. Prievidza";"Prievidza, okr. Prievidza; Sebedraûie, okr. Prievidza; okr. Prievidza; Cigeæ, okr. Prievidza";6,922;
cesta III. triedy;1779;"zaË. cesty III/1779, kriû. III/1779 x I/9 x MK, okr. Prievidza; kriû. III/1779 x III/1780, okr. Prievidza; kriû. III/1779 x MK, Prievidza »asù Veæk· LehÙtka, okr. Prievidza; kon. cesty III/1779, kriû. III/1779 x MK, Prievidza »asù Veæk· LehÙtka, okr. Prievidza";"okr. Prievidza; Prievidza »asù Veæk· LehÙtka, okr. Prievidza";2,915;
cesta III. triedy;1780;"zaË. cesty III/1780, kriû. III/1779 x III/1780, okr. Prievidza; kriû. III/1780 x MK, Prievidza »asù Mal· LehÙtka, okr. Prievidza; kriû. III/1780 x MK, Prievidza »asù Hradec, okr. Prievidza; kon. cesty III/1780, Prievidza »asù Hradec, okr. Prievidza";"okr. Prievidza; Prievidza »asù Mal· LehÙtka, okr. Prievidza; Prievidza »asù Hradec, okr. Prievidza";2,495;
cesta III. triedy;1781;"zaË. cesty III/1781, kriû. III/1781 x III/1785, Veæk· »ausa, okr. Prievidza; kriû. III/1781 x MK, Veæk· »ausa, okr. Prievidza; kriû. III/1781 x I/9, okr. Prievidza; kriû. III/1781 x MK, Mal· »ausa, okr. Prievidza; kon. cesty III/1781, Mal· »ausa, okr. Prievidza";"Veæk· »ausa, okr. Prievidza; okr. Prievidza; Mal· »ausa, okr. Prievidza";3,252;
cesta III. triedy;1782;"zaË. cesty III/1782, kriû. III/1782 x III/1785, okr. Prievidza; kon. cesty III/1782, kriû. III/1782 x I/9, okr. Prievidza";okr. Prievidza;0,15;
cesta III. triedy;1783;"zaË. cesty III/1783, kriû. III/1783 x I/9, R·ztoËno, okr. Prievidza; kriû. III/1783 x MK, R·ztoËno, okr. Prievidza; kriû. III/1783 x MK, Handlov· »asù Morovno, okr. Prievidza; kon. cesty III/1783, Handlov· »asù Morovno, okr. Prievidza";"R·ztoËno, okr. Prievidza; Handlov· »asù Morovno, okr. Prievidza";1,9;
cesta III. triedy;1784;"zaË. cesty III/1784, kriû. III/1773 x III/1784, Koö, okr. Prievidza; kon. cesty III/1784, Koö, okr. Prievidza";Koö, okr. Prievidza;0,122;
cesta III. triedy;1785;"zaË. cesty III/1785, kriû. III/1785 x I/9, okr. Prievidza; kriû. III/1785 x MK, okr. Prievidza; kriû. III/1785 x MK, Veæk· »ausa, okr. Prievidza; kriû. III/1781 x III/1785, Veæk· »ausa, okr. Prievidza; kriû. III/1785 x MK, Veæk· »ausa, okr. Prievidza; kriû. III/1782 x III/1785, okr. Prievidza; kriû. III/1785 x MK, Chrenovec - Brusno, okr. Prievidza; kriû. III/1785 x I/9, Chrenovec - Brusno, okr. Prievidza; kon. cesty III/1785, kriû. III/1785 x I/9, Chrenovec - Brusno, okr. Prievidza";"okr. Prievidza; Veæk· »ausa, okr. Prievidza; okr. Prievidza; Chrenovec - Brusno, okr. Prievidza";4,303;
cesta III. triedy;1786;"zaË. cesty III/1786, kriû. III/1786 x III/1912, hr. spr. SC TN SK - PB, SC TN SK - PD, okr. Prievidza; kon. cesty III/1786, G·pel, okr. Prievidza";"okr. Prievidza; G·pel, okr. Prievidza";2,496;
cesta III. triedy;1787;"zaË. cesty III/1787, kriû. III/1787 x III/1912, okr. Prievidza; kriû. III/1787 x MK, »avoj, okr. Prievidza; kon. cesty III/1787, »avoj, okr. Prievidza";"okr. Prievidza; »avoj, okr. Prievidza";2,372;
cesta III. triedy;1788;"zaË. cesty III/1788, kriû. III/1788 x I/64, Oslany, okr. Prievidza; kriû. III/1788 x MK, Oslany, okr. Prievidza; kon. cesty III/1788, Oslany, okr. Prievidza";Oslany, okr. Prievidza;1,112;
cesta III. triedy;1789;"zaË. cesty III/1789, kriû. III/1789 x I/64, okr. Prievidza; kriû. III/1789 x MK, okr. Prievidza; kriû. III/1789 x III/1792, okr. Prievidza; kriû. III/1789 x MK, BystriËany »asù Chalmov·, okr. Prievidza; kon. cesty III/1789, BystriËany »asù Chalmov·, okr. Prievidza";"okr. Prievidza; BystriËany »asù Chalmov·, okr. Prievidza";2,095;
cesta III. triedy;1790;"zaË. cesty III/1790, kriû. III/1790 x I/64, Zemianske Kostoæany, okr. Prievidza; kriû. III/1790 x MK, Zemianske Kostoæany, okr. Prievidza; kriû. III/1790 x MK, Kamenec Pod Vt·Ënikom, okr. Prievidza; kon. cesty III/1790, Kamenec Pod Vt·Ënikom, okr. Prievidza";"Zemianske Kostoæany, okr. Prievidza; Kamenec Pod Vt·Ënikom, okr. Prievidza";3,257;
cesta III. triedy;1791;"zaË. cesty III/1791, kriû. III/1791 x I/9, okr. Prievidza; kriû. III/1791 x MK, okr. Prievidza; kriû. III/1791 x MK, Lehota Pod Vt·Ënikom, okr. Prievidza; kriû. III/1791 x MK, okr. Prievidza; kriû. III/1791 x MK, Podhradie, okr. Prievidza; kon. cesty III/1791, Podhradie, okr. Prievidza";"okr. Prievidza; Lehota Pod Vt·Ënikom, okr. Prievidza; okr. Prievidza; Podhradie, okr. Prievidza";8,131;
cesta III. triedy;1792;"zaË. cesty III/1792, kriû. III/1789 x III/1792, okr. Prievidza; kon. cesty III/1792, okr. Prievidza";okr. Prievidza;0,139;
cesta III. triedy;1793;"zaË. cesty III/1793, kriû. III/1793 x I/64, Zemianske Kostoæany, okr. Prievidza; kriû. III/1793 x MK, Zemianske Kostoæany, okr. Prievidza; kon. cesty III/1793, Zemianske Kostoæany, okr. Prievidza";Zemianske Kostoæany, okr. Prievidza;0,304;
cesta III. triedy;1794;"zaË. cesty III/1794, kriû. III/1794 x I/64, Nov·ky, okr. Prievidza; kriû. III/1794 x MK, Nov·ky, okr. Prievidza; kon. cesty III/1794, Nov·ky, okr. Prievidza";Nov·ky, okr. Prievidza;0,444;
cesta III. triedy;1795;"zaË. cesty III/1795, kriû. III/1795 x II/512, Horn· Ves, okr. Prievidza; kriû. III/1795 x MK, Horn· Ves, okr. Prievidza; kriû. III/1795 x MK, Radobica, okr. Prievidza; kon. cesty III/1795, Radobica, okr. Prievidza";"Horn· Ves, okr. Prievidza; Radobica, okr. Prievidza";2,892;
cesta III. triedy;1796;"zaË. cesty III/1796, kriû. III/1796 x I/64, KæaËno, okr. Prievidza; kriû. III/1796 x MK, KæaËno, okr. Prievidza; hr. vl. TN SK, ZA SK, hr. spr. SC TN SK - PD, SC éSK - TUR, hr. okr. Prievidza, Martin; kriû. III/1796 x MK, okr. Martin; kriû. III/1796 x III/2156, VrÌcko, okr. Martin; kriû. III/1796 x III/2158, okr. Martin; kriû. III/1796 x MK, Kl·ötor Pod Znievom, okr. Martin; kriû. III/1796 x III/2158, Kl·ötor Pod Znievom, okr. Martin; kriû. III/1796 x MK, Kl·ötor Pod Znievom, okr. Martin; kriû. III/1796 x III/2157, Kl·ötor Pod Znievom, okr. Martin; kriû. III/1796 x MK, Slovany, okr. Martin; kon. cesty III/1796, kriû. III/1796 x II/519, okr. Martin";"KæaËno, okr. Prievidza; hr. okr. Prievidza, Martin; okr. Martin; VrÌcko, okr. Martin; okr. Martin; Kl·ötor Pod Znievom, okr. Martin; Slovany, okr. Martin; okr. Martin";21,192;
cesta III. triedy;1797;"zaË. cesty III/1797, kriû. III/1797 x I/64, Nitrianske Pravno, okr. Prievidza; kriû. III/1797 x III/1799, Nitrianske Pravno, okr. Prievidza; kriû. III/1797 x MK, Nitrianske Pravno, okr. Prievidza; kriû. III/1797 x III/1798, Nitrianske Pravno, okr. Prievidza; kriû. III/1797 x MK, Nitrianske Pravno, okr. Prievidza; kriû. III/1797 x MK, Tuûina, okr. Prievidza; kon. cesty III/1797, Tuûina, okr. Prievidza";"Nitrianske Pravno, okr. Prievidza; Tuûina, okr. Prievidza";2,837;
cesta III. triedy;1798;"zaË. cesty III/1798, kriû. III/1797 x III/1798, Nitrianske Pravno, okr. Prievidza; kriû. III/1798 x MK, Nitrianske Pravno, okr. Prievidza; kriû. III/1798 x MK, okr. Prievidza; kriû. III/1798 x MK, Chvojnica, okr. Prievidza; kon. cesty III/1798, Chvojnica, okr. Prievidza";"Nitrianske Pravno, okr. Prievidza; okr. Prievidza; Chvojnica, okr. Prievidza";6,57;
cesta III. triedy;1799;"zaË. cesty III/1799, kriû. III/1797 x III/1799, Nitrianske Pravno, okr. Prievidza; kriû. III/1799 x MK, Nitrianske Pravno, okr. Prievidza; kriû. III/1799 x MK, okr. Prievidza; kriû. III/1799 x MK, Malinov·, okr. Prievidza; zaË./kon. nevyb. ˙seku, Malinov·, okr. Prievidza; kriû. III/1799 x MK, Poruba, okr. Prievidza; kriû. III/1799 x MK, Lazany, okr. Prievidza; kriû. III/1799 x III/1800, Lazany, okr. Prievidza; kriû. III/1799 x MK, Lazany, okr. Prievidza; kriû. III/1799 x MK, Nedoûery - Brezany, okr. Prievidza; kon. cesty III/1799, kriû. III/1799 x I/64, Nedoûery - Brezany, okr. Prievidza";"Nitrianske Pravno, okr. Prievidza; okr. Prievidza; Malinov·, okr. Prievidza; Poruba, okr. Prievidza; Lazany, okr. Prievidza; Nedoûery - Brezany, okr. Prievidza";7,74;
cesta III. triedy;1800;"zaË. cesty III/1800, kriû. III/1799 x III/1800, Lazany, okr. Prievidza; kriû. III/1800 x MK, Kanianka, okr. Prievidza; kon. cesty III/1800, Kanianka, okr. Prievidza";"Lazany, okr. Prievidza; Kanianka, okr. Prievidza";1,966;
cesta III. triedy;1801;"zaË. cesty III/1801, kriû. III/1801 x I/64, Nitrianske Pravno, okr. Prievidza; kriû. III/1801 x MK, Nitrianske Pravno, okr. Prievidza; kriû. III/1801 x MK, Nitrianske Pravno »asù Solka, okr. Prievidza; kon. cesty III/1801, Nitrianske Pravno »asù Solka, okr. Prievidza";"Nitrianske Pravno, okr. Prievidza; Nitrianske Pravno »asù Solka, okr. Prievidza";1,381;
cesta III. triedy;1802;"zaË. cesty III/1802, kriû. III/1802 x I/64, Nedoûery - Brezany, okr. Prievidza; kriû. III/1802 x MK, Nedoûery - Brezany, okr. Prievidza; kon. cesty III/1802, Nedoûery - Brezany, okr. Prievidza";Nedoûery - Brezany, okr. Prievidza;0,497;
cesta III. triedy;1803;"zaË. cesty III/1803, kriû. III/1803 x II/574, Valask· Bel·, okr. Prievidza; kriû. III/1803 x MK, Valask· Bel·, okr. Prievidza; kon. cesty III/1803, Valask· Bel·, okr. Prievidza";Valask· Bel·, okr. Prievidza;3,364;
cesta III. triedy;1804;"zaË. cesty III/1804, kriû. III/1804 x II/574, okr. Prievidza; kriû. III/1804 x MK, Temeö, okr. Prievidza; kon. cesty III/1804, Temeö, okr. Prievidza";"okr. Prievidza; Temeö, okr. Prievidza";1,953;
cesta III. triedy;1805;"zaË. cesty III/1805, kriû. III/1805 x II/574, Lieöùany, okr. Prievidza; kriû. III/1805 x MK, Lieöùany, okr. Prievidza; kon. cesty III/1805, Nevidzany, okr. Prievidza";"Lieöùany, okr. Prievidza; Nevidzany, okr. Prievidza";1,783;
cesta III. triedy;1806;"zaË. cesty III/1806, kriû. III/1806 x II/574, okr. Prievidza; kriû. III/1806 x MK, Rudnianska Lehota, okr. Prievidza; kon. cesty III/1806, Rudnianska Lehota, okr. Prievidza";"okr. Prievidza; Rudnianska Lehota, okr. Prievidza";2,007;
cesta III. triedy;1807;"zaË. cesty III/1807, kriû. III/1807 x II/574, Diviaky Nad Nitricou, okr. Prievidza; kriû. III/1807 x MK, Diviaky Nad Nitricou, okr. Prievidza; kriû. III/1807 x MK, Diviaky Nad Nitricou »asù M·Ë, okr. Prievidza; kriû. III/1807 x MK, Diviaky Nad Nitricou »asù Ban, okr. Prievidza; kriû. III/1807 x MK, Diviaky Nad Nitricou »asù Jeû, okr. Prievidza; kon. cesty III/1807, kriû. III/1807 x II/574, Diviaky Nad Nitricou »asù Jeû, okr. Prievidza";"Diviaky Nad Nitricou, okr. Prievidza; Diviaky Nad Nitricou »asù M·Ë, okr. Prievidza; Diviaky Nad Nitricou »asù Ban, okr. Prievidza; Diviaky Nad Nitricou »asù Jeû, okr. Prievidza";2,833;
cesta III. triedy;1820;"zaË. cesty III/1820, kriû. III/1820 x III/1861, VeækÈ Drûkovce »asù HornÈ Drû, okr. B·novce nad Bebravou; kon. cesty III/1820, kriû. III/1753 x III/1820, ZlatnÌky, okr. B·novce nad Bebravou";"VeækÈ Drûkovce »asù HornÈ Drû, okr. B·novce nad Bebravou; ZlatnÌky, okr. B·novce nad Bebravou";4,849;
cesta III. triedy;1821;"zaË. cesty III/1821, kriû. III/1821 x III/1861, Ruskovce, okr. B·novce nad Bebravou; kriû. III/1821 x MK, okr. B·novce nad Bebravou; kriû. III/1821 x MK, Mal· Hradn·, okr. B·novce nad Bebravou; hr. spr. SC TN SK - PD, SC TN SK - TN, hr. okr. B·novce nad Bebravou, TrenËÌn; kriû. III/1821 x MK, Veæk· Hradn·, okr. TrenËÌn; kriû. III/1821 x MK, okr. TrenËÌn; kriû. III/1821 x III/1860, Svinn·, okr. TrenËÌn; kriû. III/1860 x MK, Svinn·, okr. TrenËÌn; kriû. III/1821 x III/1860, Svinn·, okr. TrenËÌn";"Ruskovce, okr. B·novce nad Bebravou; okr. B·novce nad Bebravou; Mal· Hradn·, okr. B·novce nad Bebravou; hr. okr. B·novce nad Bebravou, TrenËÌn; Veæk· Hradn·, okr. TrenËÌn; okr. TrenËÌn; Svinn·, okr. TrenËÌn";7,805;
cesta III. triedy;1822;"zaË. cesty III/1822, kriû. III/1822 x III/1861, Ruskovce, okr. B·novce nad Bebravou; kon. cesty III/1822, Ruskovce, okr. B·novce nad Bebravou";Ruskovce, okr. B·novce nad Bebravou;0,117;
cesta III. triedy;1823;"zaË. cesty III/1823, kriû. III/1823 x III/1826 x I/9, B·novce Nad Bebravou, okr. B·novce nad Bebravou; kriû. III/1823 x III/1824, okr. B·novce nad Bebravou; kriû. III/1823 x III/1843, Prusy, okr. B·novce nad Bebravou; kriû. III/1823 x III/1825, Prusy, okr. B·novce nad Bebravou; kriû. III/1823 x MK, Prusy, okr. B·novce nad Bebravou; kriû. III/1823 x MK, ºutov, okr. B·novce nad Bebravou; kon. cesty III/1823, ºutov, okr. B·novce nad Bebravou";"B·novce Nad Bebravou, okr. B·novce nad Bebravou; okr. B·novce nad Bebravou; Prusy, okr. B·novce nad Bebravou; ºutov, okr. B·novce nad Bebravou";6,164;
cesta III. triedy;1824;"zaË. cesty III/1824, kriû. III/1823 x III/1824, okr. B·novce nad Bebravou; kriû. III/1824 x III/1843, Podluûany, okr. B·novce nad Bebravou; kriû. III/1824 x MK, Podluûany, okr. B·novce nad Bebravou; kriû. III/1824 x MK, okr. B·novce nad Bebravou; kriû. III/1824 x MK, Timoradza, okr. B·novce nad Bebravou; kriû. III/1824 x MK, Kr·sna Ves, okr. B·novce nad Bebravou; kon. cesty III/1824, kriû. III/1824 x III/1896, okr. B·novce nad Bebravou";"okr. B·novce nad Bebravou; Podluûany, okr. B·novce nad Bebravou; okr. B·novce nad Bebravou; Timoradza, okr. B·novce nad Bebravou; Kr·sna Ves, okr. B·novce nad Bebravou; okr. B·novce nad Bebravou";11,045;
cesta III. triedy;1825;"zaË. cesty III/1825, kriû. III/1823 x III/1825, Prusy, okr. B·novce nad Bebravou; kriû. III/1825 x III/1845, Prusy, okr. B·novce nad Bebravou; kriû. III/1825 x MK, Prusy, okr. B·novce nad Bebravou; kriû. III/1825 x MK, okr. B·novce nad Bebravou; kriû. III/1825 x MK, DubniËka, okr. B·novce nad Bebravou; kon. cesty III/1825, DubniËka, okr. B·novce nad Bebravou";"Prusy, okr. B·novce nad Bebravou; okr. B·novce nad Bebravou; DubniËka, okr. B·novce nad Bebravou";4,499;
cesta III. triedy;1826;"zaË. cesty III/1826, kriû. III/1823 x III/1826 x I/9, B·novce Nad Bebravou, okr. B·novce nad Bebravou; kriû. III/1826 x MK, B·novce Nad Bebravou, okr. B·novce nad Bebravou; kon. cesty III/1826, B·novce Nad Bebravou, okr. B·novce nad Bebravou";B·novce Nad Bebravou, okr. B·novce nad Bebravou;0,339;
cesta III. triedy;1827;"zaË. cesty III/1827, kriû. III/1827 x I/9, B·novce Nad Bebravou, okr. B·novce nad Bebravou; kriû. III/1827 x MK, B·novce Nad Bebravou, okr. B·novce nad Bebravou; kriû. III/1827 x III/1828, B·novce Nad Bebravou, okr. B·novce nad Bebravou; kriû. III/1827 x MK, B·novce Nad Bebravou, okr. B·novce nad Bebravou; kriû. III/1827 x MK, B·novce Nad Bebravou »asù Mal, okr. B·novce nad Bebravou; kriû. III/1827 x III/1842, Dvorec, okr. B·novce nad Bebravou; kon. cesty III/1827, kriû. III/1770 x III/1827, VeækÈ Chlievany, okr. B·novce nad Bebravou";"B·novce Nad Bebravou, okr. B·novce nad Bebravou; B·novce Nad Bebravou »asù Mal, okr. B·novce nad Bebravou; Dvorec, okr. B·novce nad Bebravou; VeækÈ Chlievany, okr. B·novce nad Bebravou";3,383;
cesta III. triedy;1828;"zaË. cesty III/1828, kriû. III/1827 x III/1828, B·novce Nad Bebravou, okr. B·novce nad Bebravou; kriû. III/1828 x MK, B·novce Nad Bebravou »asù Dol, okr. B·novce nad Bebravou; kriû. III/1828 x MK, B·novce Nad Bebravou, okr. B·novce nad Bebravou; kon. cesty III/1828, kriû. III/1828 x I/9, B·novce Nad Bebravou, okr. B·novce nad Bebravou";"B·novce Nad Bebravou, okr. B·novce nad Bebravou; B·novce Nad Bebravou »asù Dol, okr. B·novce nad Bebravou; B·novce Nad Bebravou, okr. B·novce nad Bebravou";1,647;
